"SKU","DESCRIPTION","SKU_FAMILY","BOX_CODE"
"26132","SVC,PWA,PLN,UMA,3560","Motherboards",""
"PT86P","PAD,THRM,CPU,SIL,14X12X2.25MM","PAD",""
"J847J","CSN,LBL,AST,MONITOR,AST051","Card",""
"D387D","PRC,W2133,3.6,8.25MB,SKL,U0","PRC","GKCMD"
"5D305","KYBD,105,JPN,BLK,ENDB","Keyboard/Mouse",""
"6D866","BTRY,PRI,37WHR,4C,LITH,SIMPLO","Battery","1W217"
"46974","SUBASSY,HD,80G,7.2,MRGPS,640M","HDD",""
"F220F","ASSY,BRKT,EDP,7486","Mechanical",""
"54325","KYBD,105,USB,SWE-FIN,NTRY,ULD","Keyboard/Mouse",""
"9Y619","CRD,GRPHC,1G,OHGA3,FH,W8","Card","D237D"
"70797","KIT,DOC,PV725N,ENG,OPT","Miscellaneous",""
"4N924","KIT,MSE/KYBD,WRLES,NOR,T2","Keyboard/Mouse",""
"JV45J","ASSY,CBL,MINI,DP2HDMI","Cable","Envelope"
"N468N","SVC,PRC,X3,405E,2.3,512X3,3C","PRC",""
"2J292","SSDR,800G,SATA6G,2.5,MU,CS1000","SSDR",""
"67506","MOD,SW,WXPHSP1,FR,OPTI,NDD,EMF","SW",""
"91389","KIT,CDSK,INSTL,SONIC,DLX,INSP","SW",""
"2D332","SUBASSY,HD,4.3G,I,9.5,IBM,I7K","HDD",""
"GN98G","BRKT,PCIE,RAIL,7424","Mechanical",""
"52615","KIT,SW,OVPK,VHP32,A01,DVD,HEB","SW","Envelope"
"17551","MOD,MDM,MDC,1.5,HMS,LATUDE,AUT","Miscellaneous",""
"PG24P","MOD,CVR,LCD,ALUM,WLAN,3D,7720","LCD",""
"CF19C","SVC,PLN,DTP,I76820,L","Motherboards",""
"WX34W","ASSY,BZL,FRNT,CMRA,3240","Plastics","4U500B"
"94879","BASE,TJD,GX240,1.8G,2U194,BCC","Base Unit",""
"0D970","SHP MTL,BAG,20X14,ESD","Miscellaneous",""
"30553","LCD,14,0HDF,AG,IVO","LCD","4U500"
"2D512","LCD,TFT,XGA,14.1,IBM,INSP","LCD","4U500"
"0M930","KIT,STY,PEN,EMR,WCOM,7486 2IN1","Miscellaneous",""
"94619","KIT,SWT BOX,2161DS,SIP,PS2,SST","PWR CNT",""
"K726K","ASSY,DVD+/-RW,8X,HLDS,SLVR,W17","Miscellaneous","02087_A07"
"7U617","TERM,LKG,FC-AL,PV7X0N,NAS","Miscellaneous",""
"60226","HD,36GB,SCSI,15K,68P,FJT,ULD","HDD",""
"79877","ASSY,PLMRST,NTC,BLK,CZ/SK,BL,C","Palmrest","4U500B"
"T167T","ASSY,SSDR,480,2E,S12,RI,M-P,FR","SSDR","H1053"
"71537","KIT,SW,OVPK,WXPPSP2,CDWD,DAN","SW","Envelope"
"6J956","ASSY,CBL,LVDS,4K2K,7440","Cable","Envelope"
"T627T","PWA,PLN,T,U,KVI5-73U,N,5480,V3","Motherboards","4U500"
"8J548","HD,8T,512E,SATA,3.5,SMR,SGT,Z","HDD",""
"78717","CUS,HD,120G,I,F3,LP,SGT,PV725N","HDD",""
"KJ30K","SVC,PRC,80524,533M,128KI,GX100","PRC",""
"1P731","LBL,RTL,INSP,15XX,2542,BCC","Miscellaneous",""
"KC46K","KYBD,87,SVN,EMEA,BLIT","Keyboard/Mouse",""
"26742","GDE,GETS,P1425SC,DAO/BCC","Mechanical",""
"MH23M","ASSY,ENCL,CTRL,FRIGATE","Mechanical",""
"KP70K","KIT,SWT,KVM,1082DS,WBRKT","PWR CNT",""
"X137X","BMPR,SCR,RBR,LARGE,5523","Mechanical",""
"X410X","ASSY,BASE,DIS,E2720HS,ANZ","FPD",""
"3Y953","PWA,PLN,UMA,TPM,E6420,V2","Motherboards","4U500"
"46254","ASSY,CBL,SATA,MB,2","Cable","Envelope"
"3P893","MOD,SERV,SMTN,50206,ANZ,R8X5NB","Miscellaneous",""
"1N901","CORD,PWR,250V,SWI,CISCO","Cable",""
"VR76V","ASSY,LCD,W/INVRTR,LG,TFT,14.1","HUD","4U500"
"H489H","SVC,PLN,PDC4405,U,W8.1H","Motherboards",""
"04710","ASSY,DVD+/-RW,8,SATA,HLDS,1520","Miscellaneous","02087_A07"
"63446","SUBASSY,HD,40G,SFX,DGW,C800","HDD",""
"FT71F","MOD,BD-RE,6X,SLCY,PSNC,OPTI,T","Miscellaneous",""
"16131","CRD,GRPHC,24GB,RTX6000","Card","D237D"
"4N214","KYBD,84,FR,EMDB3,WIN8,E5","Keyboard/Mouse",""
"J058J","TRAY,USIM,LTE,LAN/WAN,5520/356","Mechanical","Envelope"
"87718","SI,CRD,PCI,STARTTECH,PCI1P/LP","Card",""
"R063R","PRC,G640T,2.4,3MB,SNB,35W,Q0","PRC",""
"KX33K","ASSY,BASE,DIS,E1916HE,ICC","FPD",""
"GK39G","ASSY,BASE,16/4,7010,EX,IW,7,DE","Base Unit",""
"GC95G","LBL,INTEL,NB,CI72,VPRO","Miscellaneous",""
"CP70C","ASSY,PWA,NBK,I7,8,F,P,T,L322X","Motherboards","4U500"
"37533","KIT,SPKR,12V,AS501,NMB,BLK","Miscellaneous",""
"8F568","HD,2.4T,102E,IS12,2.5,S-SKB,EC","HDD","GKCMD"
"53405","ASSY,CDRW/DVD,24X,PHILIPS,STB","Miscellaneous","Envelope"
"69286","MOD,CRD,CTL,PERC3-DC,P2400,2IN","Controller Card",""
"GT89G","ASSY,PLMRST,UK,W,AX500,9500","Palmrest",""
"62346","SUBASSY,HD,80G,5.4,T060,M65","HDD",""
"56805","PRC,4112,2.6,5.5MB,SKL,U0","PRC","GKCMD"
"85488","TSH,KYBD,REPL,INSP,9200","Miscellaneous",""
"MW92M","KYBD,103,SWI,C12NB2,WIN8","Keyboard/Mouse","1W217"
"Y765Y","ASSY,PWA,TPM,I5-11320H,D,8G","Motherboards","4U500"
"79867","SVC,PLN,ASSY,PWA,9300S","Motherboards",""
"89268","SIMM,64K,100N,64X9,PM,30","Miscellaneous",""
"2P532","CORD,PWR,220V,6F,AC,3W\3P,SAF","Cable","Envelope"
"44534","SI,ASSY,PWA,PLN,UMA,D610","Motherboards",""
"Y353Y","ASSY,PWA,PLN,I31115G4,U,V,L,B","Motherboards",""
"C918C","CVR,LCD,LAT,L13","Cover","4U500B"
"73657","SI,981502,KIT,CDRST,BCC","Miscellaneous",""
"NU21N","PNL,SMSNG,13.3,CS","Mechanical",""
"9H669","ASSY,PLMRST,B,TC,TURK,NBL  ,C","Palmrest","4U500B"
"65426","ASSY,BASE,DIS, P2319H,CCC2","FPD",""
"31713","KYBD,87,BULG,S-PTG,BNTS,VOS","Keyboard/Mouse","1W217"
"GF67G","ASSY,CBL,LCD,LVDS,WINERY13","Cable","Envelope"
"51685","RIMM,64,400M,32X18,ECC,4C,W,A","Memory",""
"W172W","ASSY,PLMRST,BLK,TC,BL,FRENG,N5","Palmrest",""
"MV43M","INSR,SLVR RCVR,STRKPRO,SVC","Plastics",""
"55605","LBL,COA,3R2E,KFTC,POD","Miscellaneous",""
"7P627","ASSY,BASE,DIS,E2423H,APCC","FPD",""
"58885","SVC,KIT,F5,PS,24-7,4MHJJ,BCC","Miscellaneous",""
"XR95X","ASSY,HNG,LCD,OTPAUO,BLK,3552","HUD",""
"P269P","DIS,FPL,18.5,IN1920B,JPN","FPD",""
"3K183","BASE,NBK,XPS,BTX,L421X,WW","Base Unit",""
"7M377","ASSY,TPAD,GOLD,LOKI15","PAD","02087_A07"
"C338C","ASSY,CVR,BTM,IGRY,5481","Cover","4U500B"
"1G181","BASE,SWT,8P,X1008,30W,DAO/BCC","Base Unit",""
"0G180","SUBASSY,SSDR,32,SATA,2.5,D/F","Miscellaneous",""
"CJ54C","SCR,M2.5X4,FLH,T5,THDRL,STS,GR","Mechanical",""
"62656","PWA,PLN,HE-V2.1,P6400/6450,V4","Motherboards","4U500"
"TP94T","SHLD,15.6TSN,GL,TOUCH,HST","Mechanical",""
"WR28W","ASSY,LTCH,RACK,LF,1-BTN,XR2","Mechanical",""
"35843","BDG,OPPLX,GL+ 5166,PRFM","Miscellaneous",""
"R797R","CVR,HING,CAP,TOUCH,LF,3421","Cover",""
"FF27F","KIT,TRAY,BTRY,1U,RACK MNT","Mechanical",""
"34983","KYBD,101,US,ENG,ILN","Keyboard/Mouse","1W217"
"11621","CUS,LKEY,NDMP IDA 1YR","Miscellaneous",""
"06130","PWA,PLN,MCSF,GX520,2005A,V3","Motherboards",""
"4T874","MOD,LKEY,SMPA,SNBP,ENBLR","Miscellaneous",""
"1C821","ASSY,PLMRST,FELICA,JPN,TS M","Palmrest",""
"90219","ASSY,MECH,RSR,FH,R530","Mechanical","Envelope"
"GM62G","FGA,VOS LPT 3360,BTS","Base Unit",""
"4H824","SSDR,480G,2E,S12,2.5,RI,SMS,EC","SSDR","GKCMD"
"49474","BASE,NBK,733,PMD,12.1,X1,T,U","Base Unit",""
"PM84P","ASSY,KYBD,BRAZ,M18NSC-UBS,5481","Keyboard/Mouse","4U500B"
"6D106","MOD,PRC,CLF,I7-740QM,1.73,L401","PRC",""
"62236","GDE,GETS,P800,DAO/BCC","Mechanical",""
"21222","SUBASSY,HD,30GB,5.4K,NEPT,ABCS","HDD",""
"DD26D","KIT,BRKT,MNT,P/U-SRS,C","Mechanical",""
"44204","CRD,PLN,MB,UMA,CELDJ3060,,3252","Motherboards","4U500"
"YM21Y","SHP MTL,BOX,SYSM,N41XX,BWN","Miscellaneous",""
"JG59J","FGA,INSP LPT 7720,BTO","Base Unit",""
"5D975","SVC,PRC,6212,2.6,16MB,ONL,B2","PRC",""
"8V108","PWA,RSR,1.5U,X6,6220,DCSL","Motherboards","GKCMD"
"16201","SCR,2.5X6.5,I-HEAD,MSCR,NI,SPR","Mechanical","Envelope"
"16451","ASSY,BASE,L5320,L10,F1D","Base Unit",""
"PG13P","SVC,PRC,T4400,2.2,1MB,CPEN,35W","PRC","GKCMD"
"17231","ASSY,PWA,RSR,LTON,PE1950","Motherboards","GKCMD"
"J518J","KYBD,105,ETNA,MM,KB522,PMX","Keyboard/Mouse",""
"H471H","CRD,CTL,FC16,HBA,DP,QLE2662,LP","Card","4U500"
"WX47W","ASSY,BZL,FRT,W/SD,SFF,5040","Plastics","4U500"
"49304","MOD,SW,QFE,WXP,MCE05U,INSP","SW",""
"RR94R","MOD,LKEY,STDAK5.X,1YR,8P,DIB","Miscellaneous",""
"G142G","ASSY,CVR,LCD,W/ANT,NT,SLV,LN17","HUD",""
"87178","ASSY,CHAS,2.5HD,1U,PE1950,III","Mechanical",""
"02910","DIMM,512,400M,64X64,8K,184","Memory","GKCMD"
"DY24D","ASSY,LCD,BLACK,CMI,TPK,3421,1","HUD",""
"5C125","ASSY,BASE,PTR,220V,TAA,3130CN","Base Unit",""
"04300","KYBD,105,US,EUR,SLTEK,LC,MG","Keyboard/Mouse",""
"7M937","KIT,MSE/KYBD,WRLES,SPN","Keyboard/Mouse",""
"6X136","CRD,NTWK,RNDC,2P,40GQSFP,INT","Network Card","1W217"
"98129","SUBASSY,HD,80G,72,M72,D510","HDD",""
"8C148","ASSY,LCD,HUD,TCH,BLCK,OTP,7559","HUD","4U500"
"JH44J","ASSY,CVR,BTM,BASE,1320","Cover","4U500B"
"57735","KIT,SW,SQL5W,CAL5U,JPN","SW",""
"12951","CUS,CDRW/DVD,24X,SFF,HLDS","Miscellaneous",""
"CK94C","CRD,GRPHC,8GB,R2L,K2,A","Card",""
"30253","FDR,REDR,ASSY,550/250,1700","Miscellaneous",""
"4R794","SUBASSY,CD/FD,24X,LC,TSHBA,I7K","Miscellaneous",""
"5F905","CUS,INFO,CRTR,TERM,1VMM,48MTH","Miscellaneous",""
"WN78W","MOD,LKEY,CVDI,500,3YR,ENG","Miscellaneous",""
"JW13J","CVR,LCD,IMR,EXCH21,N5110","Cover","4U500B"
"00580","ASSY,HTSNK,H2C,GPU,AUR","Heatsink",""
"MF77M","ASSY,BASE,7220EX,EMEA/ARABIC","Base Unit",""
"5C165","PWR SPLY,300NPFC,WISTRON,DELTA","PWR SPLY",""
"26862","SVC,ASSY,PLMRST,INSP,I4100","Palmrest",""
"GY47G","CRD,CTL,CORE-BLDE,8518,FRU,V2","Card","1W217"
"KM19K","KYBD,84,SPN-C,BLK,EMS3,WIN8","Keyboard/Mouse","1W217"
"92289","MOD,SW,ANW,WALLPAPER,AW3","SW",""
"74337","GDE,OWNR,5150/5100,GER","Mechanical",""
"50445","SVC,HD,60GB,IBM,SX260","HDD","GKCMD"
"52895","KIT,KYBD,MSE,105,UK,WRLES,NMB","Keyboard/Mouse",""
"5J835","LBL,RTL,INSP,15XX,784,BCC","Miscellaneous",""
"72217","BTRY,ADD,56W,6C,CYLD,SNYO,CCC","Battery",""
"0K470","MOD,CBL,SAS,6IR,ADPT,CBL,HDD","Miscellaneous",""
"21342","KIT,CDSK,DRVR,PTCD,INSP,630M","SW","Envelope"
"GF49G","KYBD,105,FR,KB212PL,PMX","Keyboard/Mouse",""
"8U818","CUS,PPR,I/O,NBK,I5000,US","Miscellaneous",""
"84668","BASE,X30,624MHZ,CMB,FR,EMEA","Base Unit",""
"C822C","ASSY,CVR,PICK PAD,5535DN","Cover",""
"YY26Y","ASSY,CMRA,HD,WHT,3280/3480","Miscellaneous","GKCMD"
"55775","BTRY,PRI,48WHR,6C,LITH,SIMPLO","Battery","1W217"
"43344","SVC,PWR SPLY,DELTA,PE2950,LWP","Miscellaneous",""
"TP74T","ASSY,CBL,SATA,I/O BD,FPC,9Q23","Cable","Envelope"
"T089T","ASSY,CBL,NTRS,TWR","Cable",""
"94579","CORD,PWR,125,3F,D3W/3P,JPN","Cable",""
"9K659","KIT,ACC,CMP,FLSH,V3.3.3","Memory",""
"79817","SI,ASSY,RAIL,3,TBU,20GB","Miscellaneous",""
"01790","KIT,CHAS,SWT,24PRT,5424,ROW","Mechanical",""
"GM66G","MOD,SW,WS8R2WE,SP1,FI,TCHI","SW",""
"1J811","ASSY,FILLER,ODD,VENTED,LSN","Miscellaneous",""
"N068N","MOD,LKEY,SMPA,DDUP,TAPE,DISK","Miscellaneous",""
"N416N","HD,900G,SAS6,10K,2.5,S-CO,E/C","HDD","GKCMD"
"71277","SI,TRGT/FANS,DIS,ASSY,MSCN,15","Miscellaneous",""
"2C722","ASSY,HNG,LCD,QHD,OLED,13R2","HUD",""
"KN90K","ASSY,KYBD,BLUE,TA,NBL,TUR,N3","Keyboard/Mouse",""
"75977","SVC,PRC,80546,3.0GHZ,P4PM,512","PRC","GKCMD"
"TP72T","KIT,SPKR,3.7V,APJ,AD211","Miscellaneous",""
"R559R","ASSY,HTSNK,NBK,W/FAN,UMA,5435","Heatsink","1W217"
"34383","PTR,THRM,EPSN,T88IV,USB/SER,NO","Miscellaneous",""
"62176","GDE,OWNR,DIM,5150/E510,SCHI","Mechanical",""
"98659","MOD,LKEY,CV-APP-SQL,1YR-R","Miscellaneous",""
"FK70F","FGA,VOS LPT VOSTRO 2520,BTS","Base Unit",""
"79427","SW,BIOS,INSP,1721","SW",""
"38943","SI,CRD,VID,PCI,GENRAL SOL,S30","Card",""
"58515","MOD,HD,600G,SAS6,15K,3.5,SGT,P","HDD",""
"70857","ADPT,AC,65W,LITEON,2P,WW,M09","Adapter","Envelope"
"N264N","ASSY,PWA,PLN,I5-11400H,E3,6,R6","Motherboards","4U500"
"CR40C","KIT,HD,3TB,SAS,3.5,SGT-MR,SED","HDD","H1053"
"FK12F","MOD,CRD,NTWK,RNDC,BCOM,QP,1G","Card",""
"MJ97M","ASSY,CBL,I/O,7737","Cable","Envelope"
"54375","PNL,FILLER,BLNK,FD,TMD","Mechanical",""
"98639","MOD,DVD,48,F5,COMB,HLDS,REV2","Miscellaneous",""
"35733","ASSY,RCKRL,R/V,1U,SL,LF,V3","Mechanical",""
"2F882","MOD,CVR,PIC,RPT,LSO,1016","Miscellaneous",""
"08960","LCD,15.4WXGA,NO-SPWG,QDI","LCD",""
"35733","SVC,PE1600SC,PFR KIT,EMEA","Miscellaneous",""
"DW51D","FAN,COOLING,MAIN,5350/553X","FAN",""
"10831","LCD,14.0HD+,WLAN,AG,ASSY,AUO","LCD","4U500"
"2F372","ASSY,PLMRST,79,US-INTL,ATH,SLV","Palmrest",""
"72577","ASSY,DVD,8X,TEAC,MCSF","Miscellaneous","02087_A07"
"N241N","ASSY,KYBD,PR,SWI/EUR,WHT,P","Keyboard/Mouse",""
"8N688","PWR SPLY,250NPFC,ECS,DELTA","PWR SPLY",""
"5D875","MOD,KIT,DOC,FC8,LPE1205-M","Miscellaneous",""
"NM75N","ASSY,PWA,PLN,QC,4,32,EMR,5190V","Motherboards",""
"5R195","KIT,SW,VHB32SP1,DVD,EMRP,LAC","SW","Envelope"
"05240","CRD,GRPHC,512,FX,4500,HEGA14,2","Card","D237D"
"49844","CBL,I/O,RJ11,2PIN,PTR,SMSNG","Cable",""
"7K237","FSD,USB,8GB,W7P64SP1,ANW","Memory",""
"V027V","ASSY,CBL,MB,LINK,2.5/3.5,C6420","Cable","Envelope"
"23652","BRKT,SPRT,BTRY,AXFR,V2","Battery",""
"FJ22F","INSR,DUMMY,SD,N311Z","Plastics",""
"6F696","KIT,DS,SPR,E-SRS,210,BRAZ,BCC","Port Replicator",""
"4K194","MOD,INFO,ENABLE PERFORMANCE","Miscellaneous",""
"CW54C","PWA,PLN,UMA,I5-10310U,8G,7X10","Motherboards","4U500"
"49804","KIT,SW,RHEL3WS,X86,HPC,SR,E","SW",""
"0R790","CRD,PLN,MB,MH MLK,WIN8","Motherboards","4U500"
"31433","DIS,FPL,24,E248WFPB,BLK,EMEA","FPD",""
"96669","KIT,CVR,SDE,WDW,XPS","Cover","4U500B"
"18641","MOD,DOC,QRFG,OPTI,760,ENG,WW","Miscellaneous",""
"XR78X","ASSY,CBL,F-CTRL,RT,R740XD2","Cable","Envelope"
"NT14N","ASSY,CBL,INT,USB,R420,XR,OEM","Cable","Envelope"
"58135","DIS,FPL,23,ST2320L,DAO","FPD",""
"TP76T","KYBD,100,BULG,M19IXA-BS","Keyboard/Mouse",""
"70457","ASSY,ENCL,SWT,PE1855,AVCT,DGTL","Mechanical",""
"94719","MOD,MDM,DFAX,CHER,PWS,ULD,HOL","Miscellaneous",""
"8K868","MOD,DIMM,4GB,2X2GB,1333,INSPDT","Memory",""
"61636","FD,INT/EXT,LMP","Miscellaneous",""
"HM25H","ASSY,CRD,CTL,PTR,5350DN","Controller Card","GKCMD"
"P197P","ASSY,PLMRST,SC+FI,TB,5530/35,N","Palmrest",""
"95469","ASSY,BASE,X50V,3.7,624,CMB,ENG","Base Unit",""
"83878","PAPER,ROLL,PTR,POS,THRM","Miscellaneous",""
"RD16R","CBL,COMM PORT,UART,DSC7200N","Cable","Envelope"
"6K546","ASSY,HTSNK,BLOWER FAN,SFF","Heatsink",""
"J533J","ASSY,KYBD,79,UKR,BL,3420#","Keyboard/Mouse",""
"XF98X","ASSY,PWA,NBK,I5,4,1650,9500","Motherboards","4U500"
"W921W","DIS,FPL,20,U2413,TAA","FPD",""
"2F812","HD,1TB,ES,7.2K,2.5,SGT,AWLKR","HDD","GKCMD"
"4J374","CRD,PLN,BJMT,960,OPTI,NO TPM","Motherboards","4U500"
"3V603","ASSY,PLMRST,BLK,TC,NBL,UK,N515","Palmrest",""
"10251","HD,146GB,SCSI,U320,10K,68P,FJT","HDD",""
"35333","ASSY,SWT,PB,NTRSN,GX520","PWR CNT","Envelope"
"C845C","MOD,STNG,MGMT,TLS,DSBL,E6410A","Miscellaneous",""
"CJ44C","ASSY,PWA,PLN,I3-4010U,U,3540,B","Motherboards","4U500"
"61896","ASSY,CHAS,3.5HD,2U,PE2950,DCII","Mechanical",""
"2D862","SVC,PWA,PLN,4,NONIC,GX1,HL","Motherboards",""
"R729R","CRD,GRPHC,512MB,MV2270,V2","Card","D237D"
"8Y648","ASSY,PWA,PTT,U,I5-930,TBT,5501","Motherboards",""
"WR19W","ASSY,PLMRST,CZE/SLV,WWAN,9420#","Palmrest",""
"NK41N","ASSY,BASE,DIS,S2721NX,KOR","FPD",""
"G130G","KYBD,86,US-INTL,CULVQ","Keyboard/Mouse","1W217"
"13651","ASSY,FD,INT/EXT,1.44,NBK,I3000","Miscellaneous",""
"9H189","MOD,PLMRST,ASSY,W/O-CSC,E6510","Miscellaneous",""
"XW80X","DRWR,CASH,XE INTGR,SFF","Mechanical",""
"F187F","SVC,PLN,TRM,I5-4210U,3550","Motherboards",""
"WW30W","CRD,PLN,TGL,P7505,U,BOE,5400/1","Motherboards",""
"D487D","SVC,PLN,I5-2520M,TPM,E6220","Motherboards",""
"DC61D","CBL,IO BD,FFC,3500","Cable","Envelope"
"22722","KIT,SW,MDRT,3.3,CD,VERRAZANO","SW","Envelope"
"75207","ASSY,BZL,P4100/P6100","Plastics","4U500B"
"18231","MOD,SW,DBR1.0,BASIC,BIZC","SW",""
"49434","KIT,SW,OFCXPSB,ENG,OEM,LAC","SW",""
"61966","MOD,SW,VU64,LAT,GRE,EMF,NDD","SW",""
"GK78G","PWA,DTRBD,PWR BTN,7204","DB","GKCMD"
"N657N","CUS,MDM,WRLES,MBLBB,5540,E2,HK","Modem",""
"PW23P","SI,DIMM,32GB,2400,SMSNG,7FKKK","Memory",""
"80798","CBL,FLEX,VID,TFT,SVGA,SHARP","Cable","Envelope"
"V848V","ASSY,PNL,CNTL,FRT,LED,4HD,R330","Control Panel",""
"F473F","SVC,LCD,12.5HDF,LGD,W/BZL,MIC","LCD",""
"DX62D","ASSY,TPAD,W/BRKT,LAT,3410","PAD","02087_A07"
"C592C","SVC,PLN,3205U,4GB,7310,CRM","Motherboards",""
"Y467Y","MOD,INFO,UPG,SMPA,LAN,DR,PK","Miscellaneous",""
"20832","CUS,CDRW,I,8/4/24X,SONY,TBB","Miscellaneous",""
"23562","MOD,SW,WXPPSP2,INSP,GRE,NDD,EM","SW",""
"9R239","DIS,FPL,21.5,P2210H,BLK,KOR","FPD",""
"5F105","ASSY,LCD,TCH,HD+,2X2,WWAN,E544","HUD","4U500"
"3N183","ASSY,ENCL,CTL,TOPHAT","Mechanical",""
"CW95C","KYBD,104,ITL,M16IXF-BW","Keyboard/Mouse",""
"34913","OVKT,3R2XSE,SP2,JPN","Miscellaneous",""
"40604","HD,18GB,SCSI,U160,15K,80P,SGT","HDD",""
"0G970","FGA,XPS LPT XPS L421X,BTS","Base Unit",""
"HH27H","FGA,INSP LPT 5423,BTS","Base Unit",""
"3H653","BZL,MET,EAR,LF,2U,PXXXX,12G","Plastics",""
"46464","KIT,MEDIA,DVD,DRVR,RSD,DIM","Miscellaneous",""
"WN10W","HD,1.2T,SAS6,10K,2.5,H-CE+,E/C","HDD","GKCMD"
"FY13F","MOD,SW,WS8R2WE,SP1,FI,FR","SW",""
"F063F","KIT,TB,EXT,LTO6","TBU",""
"51465","GDE,PTR-UGK,942,E/F/S","Mechanical",""
"37113","MOD,SW,MTG3,DLX,MULTI,CHAN,INS","SW",""
"6J746","GDE,SETUP,INSP,1210,TCHI","Mechanical",""
"58205","KIT,MSE/KYBD,SCHI,KM636-B,P,EP","Keyboard/Mouse","1W217"
"53815","ASSY,BASE,DIS,U3415W,KOR","FPD",""
"7D837","SVC,MISC,STPL,ROLL,HOD,B3465","Miscellaneous",""
"24332","MOD,SW,SQL5S,15CLT,TCHI","SW",""
"51375","SI,EU172-05,INFO,GNRC,3N090","Miscellaneous",""
"7Y167","ASSY,BASE,SVC,HV,EMEA,B2360D","Base Unit",""
"PK70P","SVC,PLN,154310,DSV,TAA,5540","Motherboards",""
"2H742","GDE,GETS,PT710,DAO/BCC","Mechanical",""
"6T666","GRD,PLSTC,PWR,P2450","Miscellaneous",""
"9P699","CORD,PWR,250V,2.5A,1M,C7,IDA","Cable","Envelope"
"HV85H","ASSY,KYBD,BLK,TA,NBL,KOR,N3","Keyboard/Mouse",""
"K674K","FGA PROXY,PH217AD,BTS","Base Unit",""
"37643","ASSY,PLMRST,SC ONLY,7550","Palmrest","4U500B"
"HR53H","CRD,INTFC,PDB,T410 V2","Card",""
"JV69J","SVC,ALSOSHIP,THML PAD,GTW3200","Miscellaneous",""
"7K697","PWR SPLY,400W,RDNT,RACK,EMSN","PWR SPLY",""
"4R504","BTN,MULTI,TP,1110","Mechanical",""
"1M491","MOD,CVR,PIC,DWH,HZT-PNK,L,1440","Miscellaneous",""
"2X292","DIS,FPL,19,S1909WXF,DAO","FPD",""
"MH41M","PLT,THERMAL,PLANO","Mechanical",""
"00910","CRD,BKPLN,8HD,L,FD332","Backplane",""
"4P394","SVC,PRC,W3520,2.66/4.8,XDN,D0","PRC",""
"TH19T","MEDIA,DVD,OS,WS2012R2,SE,MUL","Miscellaneous",""
"8X828","ASSY,CBL,LCD LVDS,LG,5470 AIO","Cable",""
"42814","ADPT,CON,SIP,PS2-RJ45,SWT,V3","Adapter","Envelope"
"CV65C","KIT,MSE/KYBD,US,O,KM636-B,PMX","Keyboard/Mouse","1W217"
"44554","KYBD,87,UK,S-PTG,BNTS","Keyboard/Mouse","1W217"
"68626","SI,168034,MOD,IMG,W2K,BCC","Miscellaneous",""
"7C767","MOD,MDM,MBLBB,DW5530,INSP,FIN","Miscellaneous",""
"VX33V","MOD,LCD,23,TCH,SMSNG,QTA,F","LCD",""
"9C669","LCD,TFT,XGA,14.1,I7000,SMSNG","LCD",""
"3D733","CRD,PLN,I3,MB,UMA,7700,5400/1","Motherboards","4U500"
"CC23C","ASSY,PWA,PLN,DSV,512,V1450","Motherboards",""
"3J663","MOD,SW,SQL8S,4PROC,GER","SW",""
"0W610","LBL,INFO,SLVR,CX0,NEC,CHS","Miscellaneous",""
"3C793","KYBD,84,HUN,TRAM,LAT2110","Keyboard/Mouse",""
"16291","CUS,DVD,16X,HH,PWS,DZR,PLDS","Miscellaneous",""
"45314","PTR,CBL,SNSR,TO,CTL,P1500","Miscellaneous",""
"PC30P","CRD,PLN,MT,9010,DTP,2ND","Motherboards","4U500"
"XY65X","SVC,PLN,I56300,AIO,DIS,W7","Motherboards",""
"90889","ASSY,DOOR,MEM,BTM,ANW,M14X","Mechanical","4U500B"
"64106","CUS,DVD,16X,HH,HLDS,DIM,01","Miscellaneous",""
"YF79Y","BASE,NBK,INSP,BTX,5720","Base Unit",""
"C428C","CUS,KYBD,104,US,MM,BLK","Keyboard/Mouse",""
"15251","MOD,LKEY,ADIC,46SLT,0-128,9U","Miscellaneous",""
"1M471","DIMM,16G,1600,2RX4,8,240,REG","Memory","GKCMD"
"Y473Y","PRC,8276M,2.2,38.5MB,CLX,B1","PRC",""
"2N962","CRD,GRPHC,RV770XT,U119A","Card","D237D"
"5M945","DIS,23,P2314T,MEX,RTL","FPD",""
"9J689","CUS,SW,CMVLT,AGNT,CLNT","SW",""
"3W543","KIT,CRD,NVME,750GB,HHHL,P4800X","Card","1W217"
"61696","MOD,KIT,SW,OFCHB-2010,SPN,DAO","SW",""
"V064V","ASSY,CBL,DC-IN,E3XFR","Cable",""
"67856","ASSY,BASE,SVC-CHI,PTR,220,1100","Base Unit",""
"VJ13V","SHRD,PLSTC,PRC,WEBPC","Mechanical",""
"1J451","ASSY,BRKT,GPU,RSRR,HHHL,HLDR,2","Mechanical",""
"04560","SVC,PLN,PWA,500M","Motherboards","4U500"
"K355K","ASSY,HUB,AP1130,FCC","Router",""
"T243T","SSDR,1.6T,SAS12,2.5,RI,HGST","SSDR",""
"97929","SI,LOCK,NOBLE,USFF,NS20,SOUTH","Miscellaneous",""
"9F979","ASSY,PLMRST,GRN,GP/18P,NOR,G15","Palmrest",""
"R744R","CRD,PLN,MB,TPM,TAHOE 3267","Motherboards","4U500"
"37483","ASSY,CBL,SATA,DTRBD,EXT-STRG","DB",""
